2020-01-06 21:51:05,766 [INFO] (MainThread     ) found controller: PLAYSTATION(R)3Conteroller-PANHAI - /dev/input/event1
2020-01-06 21:51:10,710 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:10,756 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:10,757 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:10,877 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:10,878 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:10,924 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:10,925 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:10,973 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:10,974 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,021 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,021 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,068 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,069 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,116 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,117 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,165 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,165 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,213 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,213 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,261 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,261 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,308 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,309 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,356 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,357 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,405 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,405 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,452 [DEBUG] (MainThread     ) acquired imu (calibrate)
2020-01-06 21:51:11,453 [DEBUG] (MainThread     ) released imu (calibrate)
2020-01-06 21:51:11,500 [DEBUG] (MainThread     ) acquired imu (set bias and deadband)
2020-01-06 21:51:11,501 [DEBUG] (MainThread     ) released imu (set bias and deadband)
2020-01-06 21:51:13,519 [INFO] (MainThread     ) calibrated imu: deadband=[0.00276185 0.00293869 0.00370717], bias=[ 2.27213837e-05 -7.80518353e-05 -3.56745981e-04]
